AD,University of Andorra,http://www.uda.ad/,Abu Dhabi,Bachelors,Business,3.5,GRE 310,11199,USD,Yes
CN,Nanjing University of Chemical Technology,http://www.njuct.edu.cn/,USA,Bachelors,Psychology,2.64,TOEFL 100,48676,USD,No
CN,Nanjing University of Economics,http://www.njue.edu.cn/,Germany,Bachelors,Mechanical Engineering,3.62,TOEFL 100,16167,USD,Yes
CN,Nanjing University of Posts and Telecommunications,http://www.njupt.edu.cn/,USA,Bachelors,Computer Science,3.06,None,41487,EUR,No
CN,Nanjing University of Science and Technology,http://www.njust.edu.cn/,Germany,Bachelors,Law,2.69,None,10902,USD,No
CN,Nanjing University of Traditional Chinese Medicine,http://www.njutcm.edu.cn/,USA,Bachelors,Business,2.8,TOEFL 100,47946,USD,Yes
CN,Nankai University,http://nku.nankai.edu.cn/,Germany,Bachelors,Computer Science,3.92,TOEFL 100,20789,EUR,No
CN,National University of Defense Technology,http://www.nudt.edu.cn/,UK,Masters,Mechanical Engineering,2.75,GRE 320,12819,EUR,Yes
CN,Neijiang Teacher University,http://www.neijtc.edu.cn/,UK,Masters,Computer Science,3.69,TOEFL 100,17691,USD,No
CN,Ningbo University,http://www.nbu.edu.cn/,Canada,Masters,Business,3.08,GRE 320,40148,EUR,No
CN,Ningbo University of Technology,http://www.nbut.edu.cn/,Australia,Bachelors,Law,2.85,None,29993,USD,Yes
CN,Ningxia Medical College,http://www.nxmc.edu.cn/,Canada,Bachelors,Computer Science,3.06,GRE 320,15861,USD,No
CN,Ningxia University,http://www.nxu.edu.cn/,Canada,Bachelors,Business,3.96,TOEFL 100,34215,USD,Yes
CN,North China Electric Power University,http://www.ncepubj.edu.cn/,UK,Masters,Mechanical Engineering,2.7,None,48169,USD,No
CN,North China University of Technology,http://www.ncut.edu.cn/,Germany,Bachelors,Law,2.81,TOEFL 100,30651,USD,No
CN,Northeast Agricultural University,http://www.neau.edu.cn/,UK,Bachelors,Business,3.37,GRE 320,48825,USD,No
CN,Northeastern University,http://www.neu.edu.cn/,UK,Bachelors,Mechanical Engineering,3.91,IELTS 7.5,32771,USD,No
CN,Northeast Forest University,http://www.nefu.edu.cn/,USA,Masters,Mechanical Engineering,3.56,TOEFL 100,26008,EUR,No
CN,Northeast Normal University,http://www.nenu.edu.cn/,Canada,Bachelors,Business,2.85,None,42314,USD,Yes
CN,Northeast University at Qinhuangdao Campus,http://www.neuq.edu.cn/,USA,Bachelors,Law,2.85,TOEFL 100,49326,EUR,No
CN,Northern Jiaotong University,http://www.njtu.edu.cn/,Australia,Masters,Psychology,3.93,GRE 320,28184,USD,No
CN,Northern Sichuan Medical College,http://www.nsmc.edu.cn/,Germany,Bachelors,Law,2.85,GRE 320,24819,EUR,No
CN,Northwest A&F University,http://www.nwau.edu.cn/,USA,Bachelors,Computer Science,3.64,IELTS 7.5,23553,EUR,No
CN,Northwest Normal University Lanzhou,http://www.nwnu.edu.cn/,Canada,Bachelors,Computer Science,2.86,None,36721,EUR,Yes
CN,Northwest Polytechnical University Xi'an,http://www.nwpu.edu.cn/,Canada,Masters,Law,3.95,None,19906,EUR,Yes
CN,Northwest University Xi'an,http://www.nwu.edu.cn/,UK,Masters,Psychology,3.73,GRE 320,18160,EUR,Yes
CN,Ocean University of China,http://www.ouc.edu.cn/,USA,Bachelors,Business,2.6,IELTS 7.5,44660,EUR,No
CN,Panzhihua University,http://www.pzhu.edu.cn/,Germany,Masters,Law,3.86,None,47823,USD,Yes
CN,Peking University,http://www.pku.edu.cn/,USA,Masters,Mechanical Engineering,3.36,None,43552,USD,No
CN,Qingdao University,http://www.qdu.edu.cn/,USA,Masters,Mechanical Engineering,3.13,None,10536,USD,Yes
CN,Qingdao University of Science and Technology,http://www.qust.edu.cn/,Germany,Bachelors,Psychology,3.28,None,37449,USD,No
CN,Qinghai Normal University,http://www.qhnu.edu.cn/,Germany,Masters,Computer Science,3.82,TOEFL 100,11158,EUR,Yes
CN,Qinghai Radio & Television University,http://www.qhrtvu.edu.cn/,USA,Bachelors,Business,3.52,TOEFL 100,29850,EUR,No
CN,Qinghai University,http://www.qhu.edu.cn/,UK,Bachelors,Business,2.87,None,22515,USD,Yes
CN,Qiongzhou University,http://www.qzu.edu.cn/,UK,Masters,Mechanical Engineering,2.51,GRE 320,42212,EUR,Yes
CN,Qufu Normal University,http://www.qfnu.edu.cn/,Canada,Masters,Law,3.35,None,20675,EUR,Yes
CN,Renmin University of China,http://www.ruc.edu.cn/,UK,Bachelors,Law,3.5,TOEFL 100,12777,EUR,Yes
CN,Shaanxi Normal University,http://www.snnu.edu.cn/,Canada,Bachelors,Law,2.76,TOEFL 100,16178,USD,Yes
CN,Shandong Agricultural University,http://www.sdau.edu.cn/,UK,Masters,Law,3.78,GRE 320,10873,EUR,No
CN,Shandong Economic University,http://www.sdie.edu.cn/,Australia,Masters,Psychology,3.9,TOEFL 100,37380,USD,No
CN,Shandong Medical University,http://www.sdmu.edu.cn/,Australia,Bachelors,Computer Science,2.86,IELTS 7.5,21191,USD,Yes
CN,Shandong Normal University,http://www.sdnu.edu.cn/,UK,Bachelors,Psychology,3.56,GRE 320,24735,EUR,Yes
CN,Shandong University,http://www.sdu.edu.cn/,USA,Masters,Mechanical Engineering,3.25,None,35602,USD,Yes
CN,Shandong University of Art and Design,http://www.sdada.edu.cn/,USA,Masters,Computer Science,3.6,GRE 320,20071,USD,No
CN,Shandong University of Science and Technology,http://www.sdust.edu.cn/,USA,Masters,Psychology,2.55,TOEFL 100,21764,USD,Yes
CN,Shandong University of Technology,http://www.sdut.edu.cn/,UK,Masters,Business,3.17,IELTS 7.5,46500,EUR,Yes
CN,Shandong University of Triaditional Chinese Medicine,http://www.sdutcm.edu.cn/,Canada,Bachelors,Computer Science,3.68,GRE 320,46367,USD,No
CN,Shanghai Business School,http://www.sbs.edu.cn/,UK,Bachelors,Mechanical Engineering,3.11,None,23126,EUR,No
CN,Shanghai City College,http://www.umcollege.com/,Germany,Masters,Psychology,2.81,GRE 320,24792,EUR,No
CN,Shanghai Customs College,http://shanghai_edu.customs.gov.cn/,Canada,Masters,Law,3.6,TOEFL 100,43817,USD,Yes
CN,Shanghai Dainji University,http://www.sdju.edu.cn/,Australia,Masters,Computer Science,2.74,None,33672,USD,Yes
CN,Shanghai Institue of Foreign Trade,http://www.shift.edu.cn/,UK,Bachelors,Computer Science,3.36,GRE 320,17506,EUR,Yes
CN,Shanghai International Studies University,http://www.shisu.edu.cn/,Germany,Masters,Law,2.84,IELTS 7.5,11476,EUR,Yes
CN,Shanghai Jiaotong University,http://www.sjtu.edu.cn/,Canada,Bachelors,Business,2.88,GRE 320,40124,EUR,No
CN,Shanghai Lida Polytechnic Institute,http://www.lidapoly.com/,Germany,Bachelors,Psychology,3.38,GRE 320,36589,EUR,No
CN,Shanghai Lixin University of Commerce,http://www.lixin.edu.cn/,Australia,Masters,Law,2.85,GRE 320,36898,EUR,No
CN,Shanghai Maritime University,http://www.shmtu.edu.cn/,Canada,Bachelors,Business,2.56,None,32278,EUR,No
CN,Shanghai Medical University,http://www.shmu.edu.cn/,Canada,Bachelors,Computer Science,3.91,None,10095,EUR,No
CN,Shanghai Normal University,http://www.shtu.edu.cn/,USA,Masters,Law,3.9,IELTS 7.5,27172,EUR,No
CN,Shanghai Ocean University,http://www.shou.edu.cn/,Australia,Bachelors,Law,3.2,IELTS 7.5,25218,USD,No
CN,Shanghai Ouhua Vocational Technical College,http://www.shouhua.net.cn/,Germany,Bachelors,Mechanical Engineering,2.65,IELTS 7.5,49478,EUR,Yes
CN,Shanghai Sanda University,http://www.sandau.edu.cn/,Canada,Masters,Law,3.41,TOEFL 100,32637,USD,No
CN,Shanghai Second Medical University,http://www.shsmu.edu.cn/,UK,Bachelors,Business,3.24,None,35806,EUR,Yes
CN,Shanghai Second Polytechnic University,http://www.shspu.edu.cn/,USA,Masters,Computer Science,2.85,IELTS 7.5,16357,USD,No
CN,Shanghai Sipo Polytechnic,http://www.sh-sipopolytechnic.com/,UK,Masters,Psychology,3.76,IELTS 7.5,14446,EUR,No
CN,Shanghai Television University,http://www.shtvu.edu.cn/,Canada,Masters,Computer Science,3.91,IELTS 7.5,33029,EUR,Yes
CN,Shanghai TieDao University,http://www.shtdu.edu.cn/,UK,Bachelors,Mechanical Engineering,3.68,None,20034,USD,Yes
CN,Shanghai University,http://www.shu.edu.cn/,Germany,Masters,Mechanical Engineering,2.84,None,11389,EUR,No
CN,Shanghai University of Engineering Science,http://www.sues.edu.cn/,Canada,Bachelors,Psychology,3.72,GRE 320,20000,USD,No
CN,Shanghai University of Finance and Economics,http://www.shufe.edu.cn/,Germany,Bachelors,Law,2.88,TOEFL 100,38118,USD,No
CN,Shanghai University of Science and Technology,http://www.usst.edu.cn/,Australia,Bachelors,Mechanical Engineering,2.68,None,41954,EUR,No
CN,Shanghai University of Traditional Chinese Medicine and Pharmacology,http://www.shutcm.edu.cn/,UK,Bachelors,Law,2.66,TOEFL 100,41475,EUR,No
CN,Shantou University,http://www.stu.edu.cn/,Canada,Bachelors,Computer Science,3.21,TOEFL 100,29501,EUR,No
CN,Shanxi Agricultural University,http://www.sxau.edu.cn/,UK,Bachelors,Psychology,2.52,IELTS 7.5,14692,USD,No
CN,Shanxi Normal University,http://www.snnu.edu.cn/,Germany,Bachelors,Computer Science,3.13,GRE 320,37264,USD,No
CN,Shanxi University,http://www.sxu.edu.cn/,UK,Masters,Business,3.85,IELTS 7.5,47916,USD,Yes
CN,Shaoguan University,http://www.sgu.edu.cn/,USA,Bachelors,Mechanical Engineering,3.49,GRE 320,13254,EUR,No
CN,Shenyang Institute of Chemical Technology,http://www.syict.edu.cn/,Canada,Masters,Law,3.51,TOEFL 100,13935,EUR,Yes
CN,Shenyang Jianzhu University,http://www.sjzu.edu.cn/,Australia,Masters,Mechanical Engineering,3.18,IELTS 7.5,12368,EUR,No
CN,Shenyang Pharmaceutical University,http://www.syphu.edu.cn/,USA,Masters,Business,3.63,TOEFL 100,29140,USD,Yes
CN,Shenyang Polytechnic University,http://www.sypu.edu.cn/,Germany,Masters,Psychology,2.86,None,34613,EUR,No
CN,Shenyang University,http://www.syu.edu.cn/,Australia,Bachelors,Mechanical Engineering,3.98,IELTS 7.5,27982,EUR,Yes
CN,Shenzhen University,http://www.szu.edu.cn/,UK,Masters,Psychology,3.32,GRE 320,11819,EUR,No
CN,Shihezi University ,http://www.shzu.edu.cn/,UK,Masters,Mechanical Engineering,3.56,IELTS 7.5,28996,EUR,Yes
CN,Sichuan Agricultural University,http://www.sicau.edu.cn/,Australia,Masters,Computer Science,3.68,TOEFL 100,22964,USD,No
CN,Sichuan Fine Art Institute,http://zsb.scfai.edu.cn/,USA,Masters,Law,3.57,TOEFL 100,35638,USD,Yes
CN,Sichuan International Studies University,http://www.sisu.edu.cn/,Germany,Masters,Law,3.43,IELTS 7.5,22469,EUR,No
CN,Sichuan Normal University,http://www.sicnu.edu.cn/,USA,Masters,Computer Science,3.5,None,47123,USD,No
CN,Sichuan University,http://www.scu.edu.cn/,Canada,Masters,Law,2.98,GRE 320,40794,EUR,Yes
CN,South China Agricultural University,http://www.scau.edu.cn/,Australia,Masters,Computer Science,3.08,GRE 320,34123,USD,Yes
CN,South China Construction University,http://www.sccu.edu.cn/,UK,Masters,Psychology,3.98,GRE 320,47898,EUR,Yes
CN,South China Normal University,http://www.scnu.edu.cn/,Australia,Bachelors,Business,3.4,GRE 320,19046,EUR,No
CN,South China University,http://www.usc.edu.cn/,Germany,Masters,Mechanical Engineering,2.63,GRE 320,22803,USD,No
CN,South China University of Technology,http://www.scut.edu.cn/,USA,Bachelors,Mechanical Engineering,3.57,None,10734,EUR,No
CN,Southeast University,http://www.seu.edu.cn/,Germany,Bachelors,Computer Science,3.25,None,43252,USD,Yes
CN,Southern Medial University,http://www.fimmu.edu.cn/,USA,Bachelors,Business,2.68,None,22123,USD,Yes
CN,Southern Yangtze University,http://www.sytu.edu.cn/,Canada,Masters,Business,3.27,None,48032,EUR,Yes
CN,South University of Science and Technology of China ,http://www.sustc.edu.cn/,Australia,Bachelors,Business,3.62,IELTS 7.5,31632,USD,No
CN,Southwest Agricultural University,http://www.swau.edu.cn/,UK,Masters,Mechanical Engineering,3.63,GRE 320,41071,EUR,No
CN,Southwest Forestry University,http://www.swfc.edu.cn/,USA,Bachelors,Law,2.75,None,48840,USD,Yes
CN,Southwest Jiaotong University,http://www.swjtu.edu.cn/,USA,Masters,Law,3.51,IELTS 7.5,14524,USD,No
CN,Southwest Petroleum University,http://www.swpu.edu.cn/,Australia,Masters,Business,3.54,IELTS 7.5,10373,EUR,No
CN,Southwest University,http://www.swnu.edu.cn/,Canada,Bachelors,Business,2.85,GRE 320,47401,USD,Yes
CN,Southwest University of Finance and Economics,http://www.swufe.edu.cn/,UK,Masters,Mechanical Engineering,2.53,GRE 320,48667,USD,Yes
CN,Southwest University of Nationalities,http://www.swun.edu.cn/,Germany,Masters,Law,3.51,TOEFL 100,21843,USD,No
CN,Southwest University of Political Science and Law,http://www.swupl.edu.cn/,UK,Bachelors,Mechanical Engineering,3.94,IELTS 7.5,12436,EUR,No
CN,Southwest University of Science and Technology,http://www.swust.edu.cn/,Canada,Masters,Computer Science,3.14,IELTS 7.5,12129,USD,Yes
CN,South West University Yucai College,http://www.swuyc.edu.cn/,Germany,Masters,Law,2.91,GRE 320,42697,EUR,No
CN,Sun Yat-Sen University of Medical Sciences,http://www.gzsums.edu.cn/,Canada,Masters,Law,3.59,GRE 320,49726,EUR,No
CN,Suzhou University,http://www.suda.edu.cn/,Germany,Masters,Psychology,3.48,GRE 320,33398,USD,Yes
CN,Taiyuan University of Technology,http://www.tyut.edu.cn/,Canada,Bachelors,Business,2.59,IELTS 7.5,10451,EUR,No
CN,Taizhou College,http://www.tzc.edu.cn/,Canada,Masters,Business,3.89,IELTS 7.5,23389,EUR,Yes
CN,Tarim University,http://www.taru.edu.cn/,UK,Masters,Computer Science,3.25,IELTS 7.5,21093,EUR,Yes
CN,The University of Nottingham Ningbo China,http://www.nottingham.edu.cn/,USA,Bachelors,Business,2.64,None,14605,USD,No
CN,Tianjin Academy of Fine Art,http://www.tjarts.edu.cn/,USA,Masters,Mechanical Engineering,3.17,IELTS 7.5,38497,USD,Yes
CN,Tianjin Medical University,http://www.tijmu.edu.cn/,Australia,Masters,Mechanical Engineering,2.6,IELTS 7.5,17059,USD,No
CN,Tianjin Normal University,http://www.tjnu.edu.cn/,Australia,Bachelors,Mechanical Engineering,3.61,GRE 320,25670,EUR,Yes
CN,Tianjin Open University,http://www.tjrtvu.edu.cn/,Germany,Masters,Mechanical Engineering,2.88,GRE 320,45609,EUR,Yes
CN,Tianjin Polytechnic University,http://www.tjpu.edu.cn/,Canada,Bachelors,Law,3.0,GRE 320,23985,USD,No
CN,Tianjin University,http://www.tju.edu.cn/,Germany,Masters,Computer Science,3.11,TOEFL 100,46274,USD,No
CN,Tianjin University of Commerce,http://www.tjcu.edu.cn/,Germany,Masters,Business,2.94,TOEFL 100,48145,EUR,Yes
CN,Tianjin University of Finance & Economics,http://www.tjufe.edu.cn/,Australia,Masters,Mechanical Engineering,3.95,GRE 320,31682,USD,Yes
CN,Tianjin University of Technology,http://www.tjut.edu.cn/,Australia,Masters,Computer Science,3.81,None,22519,EUR,Yes
CN,Tibet Agricultural and Animal Husbandry College,http://www.xza.cn/,USA,Bachelors,Law,3.0,IELTS 7.5,12929,USD,Yes
CN,Tibet Tibetan Medical College,http://www.ttmc.edu.cn/,Australia,Bachelors,Psychology,3.04,GRE 320,36190,USD,Yes
CN,Tibet University,http://www.utibet.edu.cn/,UK,Masters,Psychology,3.09,GRE 320,16379,USD,No
CN,Tibet University of Nationalities,http://www.xzmy.edu.cn/,Germany,Bachelors,Psychology,3.61,GRE 320,37803,EUR,No
CN,Tongji Medical University,http://www.tjmu.edu.cn/,USA,Masters,Business,2.99,IELTS 7.5,43816,EUR,No
CN,Tongji University,http://www.tongji.edu.cn/,UK,Masters,Law,3.7,None,34531,USD,Yes
CN,Tsinghua University,http://www.tsinghua.edu.cn/,Germany,Bachelors,Law,2.84,None,16396,USD,No
CN,University of Electronic Science and Technology of China,http://www.uestc.edu.cn/,USA,Bachelors,Law,3.97,IELTS 7.5,10677,USD,Yes
CN,University of Hydraulic Electric Engineering,http://www.uheeyc.edu.cn/,Canada,Bachelors,Computer Science,3.23,GRE 320,42523,USD,No
CN,University of International Business and Economics,http://www.uibe.edu.cn/,USA,Masters,Business,3.24,GRE 320,47199,USD,Yes
CN,University of Jinan,http://www.ujn.edu.cn/,Canada,Masters,Mechanical Engineering,3.62,TOEFL 100,20712,EUR,No
CN,University of Petroleum (East China),http://www.hdpu.edu.cn/,USA,Bachelors,Mechanical Engineering,2.63,TOEFL 100,41961,USD,No
CN,University of Science and Technology Beijing,http://www.ustb.edu.cn/,USA,Masters,Computer Science,2.7,TOEFL 100,12466,USD,Yes
CN,University of Science and Technology of China,http://www.ustc.edu.cn/,Canada,Bachelors,Law,2.75,IELTS 7.5,20230,EUR,Yes
CN,Urumqi Vocational University,http://www.uvu.edu.cn/,Canada,Bachelors,Law,3.68,None,16237,USD,Yes
CN,Wenzhou Medical College,http://www.wzmu.net/,Canada,Masters,Mechanical Engineering,3.68,TOEFL 100,11039,EUR,Yes
CN,Wenzhou University,http://www.wzu.edu.cn/,Australia,Masters,Psychology,3.51,IELTS 7.5,36628,USD,Yes
CN,West China University of Medical Sciences,http://www.wcums.edu.cn/,Australia,Masters,Psychology,2.9,None,26300,EUR,Yes
CN,Wudanshan Taoist College ,http://www.wdsdjxy.com/,Canada,Bachelors,Computer Science,3.35,None,22468,USD,Yes
CN,Wuhan Automobile Polytechnical University,http://www.whapu.edu.cn/,Germany,Masters,Business,3.66,None,26313,USD,Yes
CN,Wuhan Technical University of Surveying and Mapping,http://www.wtusm.edu.cn/,Canada,Masters,Law,3.0,IELTS 7.5,11735,EUR,Yes
CN,Wuhan Transportation University,http://www.whtu.edu.cn/,Australia,Bachelors,Business,3.43,None,37047,EUR,No
CN,Wuhan University,http://www.whu.edu.cn/,UK,Bachelors,Business,3.61,TOEFL 100,41002,EUR,Yes
CN,Wuhan University of Hydraulic and Electric Engineering,http://www.wuhee.edu.cn/,Germany,Masters,Mechanical Engineering,3.22,None,37733,USD,Yes
CN,Wuhan University of Technology,http://www.whut.edu.cn/,Canada,Masters,Mechanical Engineering,3.81,GRE 320,39635,EUR,No
CN,Wuhan University School of Medicine,http://wsm.whu.edu.cn/,USA,Bachelors,Computer Science,3.3,None,30275,USD,Yes
CN,Wuxi University of Light Industry,http://www.wxuli.edu.cn/,Germany,Bachelors,Mechanical Engineering,3.97,TOEFL 100,16405,EUR,Yes
CN,Wuyi University,http://www.wyu.edu.cn/,Germany,Masters,Psychology,2.57,GRE 320,44878,EUR,Yes
CN,Xiamen University,http://www.xmu.edu.cn/,Australia,Masters,Psychology,2.96,None,47812,EUR,Yes
CN,Xi'an Academy of Fine Art,http://www.xafa.edu.cn/,Australia,Bachelors,Psychology,3.71,IELTS 7.5,36701,EUR,No
CN,Xiangtan Normal University,http://www.xtnu.edu.cn/,UK,Masters,Business,3.16,GRE 320,41171,USD,Yes
CN,Xiangtan University,http://www.xtu.edu.cn/,Australia,Bachelors,Psychology,2.58,IELTS 7.5,26955,USD,No
CN,Xi'an Highway University,http://www.xahu.edu.cn/,Australia,Bachelors,Law,3.74,IELTS 7.5,43094,EUR,Yes
CN,Xi'an International Studies University,http://www.xisu.edu.cn/,Canada,Masters,Computer Science,3.69,GRE 320,47198,USD,No
CN,Xi'an Jiaotong-Liverpool University,http://www.xjtlu.edu.cn/,Germany,Bachelors,Law,2.54,IELTS 7.5,27180,USD,Yes
CN,Xi'an Jiaotong University,http://www.xjtu.edu.cn/,Australia,Masters,Mechanical Engineering,3.7,IELTS 7.5,34887,EUR,Yes
CN,Xi'an University of Architecture and Technology,http://www.xauat.edu.cn/,Germany,Bachelors,Psychology,3.6,IELTS 7.5,17449,EUR,Yes
CN,Xi'an University of Electronic Science and Technology,http://www.xidian.edu.cn/,Canada,Bachelors,Mechanical Engineering,2.79,GRE 320,17303,USD,Yes
CN,Xi'an University of Technology,http://www.xaut.edu.cn/,USA,Bachelors,Law,2.99,None,21135,EUR,Yes
CN,Xihua University,http://www.xhu.edu.cn/,UK,Masters,Law,3.86,GRE 320,36138,EUR,Yes
CN,Xijiang University,http://www.xiju.edu.cn/,Canada,Masters,Computer Science,4.0,IELTS 7.5,36605,USD,No
CN,Xinghai Conservatory of Music,http://www.xhcom.edu.cn/,Australia,Masters,Psychology,2.88,None,14688,USD,Yes
CN,Xinjiang Agriculture University,http://www.xjau.edu.cn/,UK,Bachelors,Mechanical Engineering,3.06,TOEFL 100,47769,USD,Yes
CN,Xinjiang Normal University,http://www.xjnu.edu.cn/,Germany,Masters,Law,3.17,IELTS 7.5,26999,USD,Yes
CN,Xinjiang University,http://www.xju.edu.cn/,UK,Masters,Mechanical Engineering,3.04,None,45816,USD,No
CN,Xinjiang University of Finance and Economics,http://www.xjufe.edu.cn/,Canada,Masters,Mechanical Engineering,2.85,TOEFL 100,27918,EUR,No
CN,Xuzhou Normal University,http://www.xznu.edu.cn/,Australia,Masters,Business,3.24,None,48797,USD,Yes
CN,Yan'an University,http://www.yau.edu.cn/,UK,Bachelors,Computer Science,3.2,None,39295,EUR,No
CN,Yanbian University,http://www.ybu.edu.cn/,USA,Bachelors,Computer Science,3.79,None,31962,EUR,No
CN,Yanbian University of Science and Technology,http://www.ybust.edu.cn/,Germany,Masters,Law,3.31,IELTS 7.5,26875,EUR,Yes
CN,Yangtze Normal University,http://www.yznu.cn/,Australia,Bachelors,Mechanical Engineering,2.75,IELTS 7.5,17916,USD,Yes
CN,Yangtze University,http://www.yangtzeu.edu.cn/,Germany,Bachelors,Law,2.78,IELTS 7.5,44660,EUR,Yes
CN,Yangzhou University,http://www.yzu.edu.cn/,Germany,Masters,Mechanical Engineering,2.92,None,14700,EUR,No
CN,Yan Shan University,http://www.ysu.edu.cn/,Canada,Bachelors,Psychology,3.43,GRE 320,19945,EUR,Yes
CN,Yantai Education Institute & Yantai Television University,http://www.ytet.edu.cn/,Germany,Bachelors,Law,3.5,TOEFL 100,49224,EUR,Yes
CN,Yantai University,http://www.ytu.edu.cn/,Germany,Masters,Psychology,2.76,IELTS 7.5,43414,USD,No
CN,Yunnan Agriculture University,http://www.ynau.edu.cn/,USA,Bachelors,Mechanical Engineering,2.92,TOEFL 100,38104,USD,Yes
CN,Yunnan Normal University,http://www.ynnu.edu.cn/,Canada,Masters,Mechanical Engineering,2.73,IELTS 7.5,46677,USD,No
CN,Yunnan University,http://www.ynu.edu.cn/,Australia,Bachelors,Law,3.58,IELTS 7.5,28681,USD,Yes
CN,Zhanjiang Ocean University,http://www.zjou.edu.cn/,Canada,Bachelors,Mechanical Engineering,3.7,None,20822,USD,No
CN,Zhejiang Forestry University,http://www.zjfc.edu.cn/,Australia,Bachelors,Computer Science,2.77,IELTS 7.5,19641,EUR,No
CN,Zhejiang Gongshang University,http://www.zjgsu.edu.cn/,Canada,Bachelors,Mechanical Engineering,2.53,None,35926,EUR,Yes
CN,Zhejiang Normal University,http://www.zjnu.edu.cn/,Germany,Bachelors,Law,2.81,None,40233,USD,Yes
CN,Zhejiang Sci-Tech University ,http://www.zstu.edu.cn/,Germany,Masters,Mechanical Engineering,3.03,IELTS 7.5,48348,EUR,Yes
CN,Zhejiang University,http://www.zju.edu.cn/,Germany,Masters,Computer Science,3.48,TOEFL 100,17676,EUR,No
CN,Zhejiang University of Technology,http://www.zjut.edu.cn/,Canada,Bachelors,Psychology,3.92,GRE 320,26714,EUR,No
CN,Zhengda Software College,http://www.zdsoft.com.cn/,Germany,Bachelors,Law,3.68,GRE 320,36652,EUR,Yes
CN,Zhengzhou Grain University,http://www.zzgc.edu.cn/,Germany,Bachelors,Business,3.41,None,33922,EUR,Yes
CN,Zhengzhou University of Technology,http://www.zzut.edu.cn/,UK,Bachelors,Law,3.64,None,37797,USD,No
CN,Zhongnan University of Economics and Law,http://www.znuel.net/,Germany,Masters,Law,3.74,TOEFL 100,46254,EUR,No
CN,Zhongnan University of Finance and Economics,http://www.znufe.edu.cn/,UK,Masters,Law,3.25,IELTS 7.5,23786,EUR,No
CN,Zhongnan University of Technology,http://www.zhnut.edu.cn/,Germany,Masters,Computer Science,3.62,GRE 320,46527,USD,No
CN,Zhongshan University,http://www.zsu.edu.cn/,Germany,Masters,Law,3.09,IELTS 7.5,23525,EUR,No
CO,Centro de Estudios Investigación y Tecnología (CEIT),http://www.iceit.edu.co/,UK,Masters,Computer Science,2.75,None,37011,EUR,No
CO,Colegio de Estudios Superiores de Administración (CESA),http://www.cesa.edu.co/,Australia,Masters,Law,3.23,TOEFL 100,22745,USD,Yes
CO,Conservatorio del Tolima,http://www.bundenet.com/umusical/,USA,Masters,Psychology,3.3,GRE 320,42901,EUR,No
CO,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",http://www.unisimonbolivar.edu.co/,UK,Bachelors,Mechanical Engineering,3.96,TOEFL 100,19568,EUR,Yes
CO,Corporación Universitaria de Ibagué (CORUNIVERSITARIA),http://www.cui.edu.co/,UK,Masters,Mechanical Engineering,3.05,GRE 320,36586,EUR,Yes
CO,Corporación Universitaria de la Costa (UNICOSTA),http://www.cuc.edu.co/,Canada,Bachelors,Psychology,3.88,GRE 320,15690,EUR,No
CO,Corporación Universitaria de Santander (UDES),http://www.udes.edu.co/,Germany,Bachelors,Mechanical Engineering,3.86,TOEFL 100,31197,USD,No
CO,Corporación Universitaria Tecnológica de Bolivar,http://www.cutb.edu.co/,UK,Masters,Computer Science,2.97,TOEFL 100,37334,EUR,Yes
CO,Escuela Colombiana de Carreras Industriales,http://www.ecci.edu.co/,Canada,Bachelors,Computer Science,2.57,TOEFL 100,18188,USD,No
CO,Escuela Colombiana de Ingeniería Julio Garavito,http://www.escuelaing.edu.co/,USA,Bachelors,Law,2.5,IELTS 7.5,47706,USD,Yes
CO,Escuela de Administración de Negocios,http://www.ean.edu.co/,UK,Masters,Mechanical Engineering,3.0,None,39954,USD,No
CO,Escuela de Ingeniería de Antioquia,http://www.eia.edu.co/,Canada,Bachelors,Computer Science,3.05,TOEFL 100,29884,USD,Yes
CO,"Escuela de Policia ""General Santander""",http://www.escueladepolicia.edu.co/,UK,Bachelors,Law,2.73,TOEFL 100,22456,USD,Yes
CO,Escuela Superiore de Administración Pública,http://www.esap.edu.co/,Australia,Masters,Computer Science,2.85,TOEFL 100,17341,USD,Yes
CO,Fundacion Escuela Colombiana de Rehabiliación,http://www.ecr.edu.co/,Germany,Bachelors,Psychology,2.52,None,28318,USD,No
CO,Fundación Universitaria de Boyacá,http://www.uniboyaca.edu.co/,UK,Masters,Mechanical Engineering,3.4,GRE 320,42778,USD,No
CO,Fundación Universitaria del Area Andina. Sede Pereira,http://www.funandi.edu.co/,Australia,Masters,Law,2.75,TOEFL 100,44009,USD,No
CO,Fundación Universitaria Luis Amigó,http://www.funlam.edu.co/,Australia,Masters,Psychology,3.91,TOEFL 100,36232,USD,No
CO,Fundación Universitaria Manuela Beltrán,http://www.umb.edu.co/,USA,Masters,Mechanical Engineering,2.7,GRE 320,11724,EUR,Yes
CO,Fundación Universitaria San Martín,http://www.sanmartin.edu.co/,Canada,Bachelors,Business,2.76,None,34434,USD,Yes
CO,Institucion Universitaria de Envigado,http://www.iue.edu.co/,UK,Bachelors,Mechanical Engineering,3.17,TOEFL 100,43505,EUR,No
CO,Institución Universitaria Iberoamericana,http://www.iberoamericana.edu.co/,USA,Bachelors,Law,3.83,IELTS 7.5,33081,EUR,No
